MAX_CURRENT = 1.15 A
SERIES_RESISTANCE = 50 mOhm
SERIES_INDUCTANCE = 200 nH
SHUNT_CAPACITANCE = 30 pF
BEGIN_CHIPLET ROCKET 21 21
A01,GROUND
A02,POWER_1
A03,GROUND
A04,POWER_1
A05,GROUND
A06,POWER_1
A07,GROUND
A08,POWER_1
A09,GROUND
A10,POWER_1
A11,GROUND
A12,POWER_1
A13,GROUND
A14,POWER_1
A15,GROUND
A16,POWER_1
A17,GROUND
A18,POWER_1
A19,GROUND
A20,POWER_1
A21,GROUND
B01,POWER_1
B02,GROUND
B03,SIG
B04,GROUND
B05,SIG
B06,GROUND
B07,SIG
B08,GROUND
B09,POWER_1
B10,GROUND
B11,POWER_1
B12,GROUND
B13,POWER_1
B14,GROUND
B15,POWER_1
B16,GROUND
B17,POWER_1
B18,GROUND
B19,SIG
B20,GROUND
B21,POWER_1
C01,GROUND
C02,POWER_1
C03,GROUND
C04,POWER_1
C05,GROUND
C06,POWER_1
C07,GROUND
C08,POWER_1
C09,GROUND
C10,POWER_1
C11,GROUND
C12,POWER_1
C13,GROUND
C14,POWER_1
C15,GROUND
C16,POWER_1
C17,GROUND
C18,POWER_1
C19,GROUND
C20,POWER_1
C21,GROUND
D01,POWER_1
D02,GROUND
D03,POWER_1
D04,GROUND
D05,POWER_1
D06,GROUND
D07,POWER_1
D08,GROUND
D09,POWER_1
D10,GROUND
D11,POWER_1
D12,GROUND
D13,POWER_1
D14,GROUND
D15,POWER_1
D16,GROUND
D17,POWER_1
D18,GROUND
D19,POWER_1
D20,GROUND
D21,POWER_1
E01,GROUND
E02,POWER_1
E03,SIG
E04,POWER_1
E05,SIG
E06,POWER_1
E07,SIG
E08,POWER_1
E09,SIG
E10,POWER_1
E11,SIG
E12,POWER_1
E13,SIG
E14,POWER_1
E15,SIG
E16,POWER_1
E17,SIG
E18,POWER_1
E19,SIG
E20,POWER_1
E21,GROUND
F01,POWER_1
F02,GROUND
F03,POWER_1
F04,GROUND
