MAX_CURRENT = 0.021 A
SERIES_RESISTANCE = 1000 mOhm
SERIES_INDUCTANCE = 75 nH
SHUNT_CAPACITANCE = 5 pF
BEGIN_CHIPLET L2 14 14
A01,POWER_3
A02,GROUND
A03,POWER_3
A04,GROUND
A05,POWER_3
A06,GROUND
A07,POWER_3
A08,GROUND
A09,POWER_3
A10,GROUND
A11,POWER_3
A12,GROUND
A13,POWER_3
A14,GROUND
B01,GROUND
B02,POWER_3
B03,GROUND
B04,POWER_3
B05,GROUND
B06,POWER_3
B07,GROUND
B08,POWER_3
B09,GROUND
B10,POWER_3
B11,GROUND
B12,POWER_3
B13,GROUND
B14,POWER_3
C01,POWER_3
C02,GROUND
C03,SIG
C04,SIG
C05,SIG
C06,SIG
C07,SIG
C08,SIG
C09,SIG
C10,SIG
C11,SIG
C12,GROUND
C13,POWER_3
C14,GROUND
D01,GROUND
D02,POWER_3
D03,SIG
D04,SIG
D05,SIG
D06,SIG
D07,SIG
D08,SIG
D09,SIG
D10,SIG
D11,SIG
D12,POWER_3
D13,GROUND
D14,POWER_3
E01,POWER_3
E02,GROUND
E03,SIG
E04,SIG
E05,SIG
E06,SIG
E07,SIG
E08,SIG
E09,SIG
E10,SIG
E11,SIG
E12,GROUND
E13,POWER_3
E14,GROUND
F01,GROUND
F02,POWER_3
F03,SIG
F04,SIG
F05,SIG
F06,SIG
F07,SIG
F08,SIG
F09,SIG
F10,SIG
F11,SIG
F12,POWER_3
F13,GROUND
F14,POWER_3
G01,POWER_3
G02,GROUND
G03,SIG
G04,SIG
G05,SIG
G06,SIG
G07,SIG
G08,SIG
G09,SIG
G10,SIG
G11,SIG
G12,GROUND
G13,POWER_3
G14,GROUND
H01,GROUND
H02,POWER_3
H03,SIG
H04,SIG
H05,SIG
H06,SIG
H07,SIG
H08,SIG
H09,SIG
H10,SIG
H11,SIG
H12,POWER_3
H13,GROUND
H14,POWER_3
I01,POWER_3
I02,GROUND
I03,SIG
I04,SIG
I05,SIG
I06,SIG
I07,SIG
I08,SIG
I09,SIG
I10,SIG
I11,SIG
I12,GROUND
I13,POWER_3
I14,GROUND
J01,GROUND
J02,POWER_3
J03,SIG
J04,SIG
J05,SIG
J06,SIG
J07,SIG
J08,SIG
J09,SIG
J10,SIG
J11,SIG
J12,POWER_3
J13,GROUND
J14,POWER_3
K01,POWER_3
K02,GROUND
K03,POWER_3
K04,SIG
K05,SIG
K06,SIG
K07,SIG
K08,SIG
K09,SIG
K10,SIG
K11,SIG
K12,SIG
K13,POWER_3
K14,GROUND
L01,GROUND
L02,POWER_3
L03,GROUND
L04,POWER_3
L05,SIG
L06,SIG
L07,SIG
L08,SIG
L09,SIG
L10,SIG
L11,SIG
L12,SIG
L13,GROUND
L14,POWER_3
M01,POWER_3
M02,GROUND
M03,POWER_3
M04,GROUND
M05,POWER_3
M06,GROUND
M07,POWER_3
M08,GROUND
M09,POWER_3
M10,GROUND
M11,POWER_3
M12,GROUND
M13,POWER_3
M14,GROUND
N01,GROUND
N02,POWER_3
N03,GROUND
N04,POWER_3
N05,GROUND
N06,POWER_3
N07,GROUND
N08,POWER_3
N09,GROUND
N10,POWER_3
N11,GROUND
N12,POWER_3
N13,GROUND
N14,POWER_3
END_CHIPLET
