MAX_CURRENT = 2.56 A
SERIES_RESISTANCE = 37 mOhm
SERIES_INDUCTANCE = 330 nH
SHUNT_CAPACITANCE = 62 pF
BEGIN_CHIPLET 03VIRTUVIAN 76 34
A01,POWER_1
A02,GROUND
A03,POWER_1
A04,GROUND
A05,POWER_1
A06,GROUND
A07,POWER_1
A08,GROUND
A09,POWER_1
A10,GROUND
A11,POWER_1
A12,GROUND
A13,POWER_1
A14,GROUND
A15,POWER_1
A16,GROUND
A17,POWER_1
A18,GROUND
A19,POWER_1
A20,GROUND
A21,POWER_1
A22,GROUND
A23,POWER_1
A24,GROUND
A25,POWER_1
A26,GROUND
A27,POWER_1
A28,GROUND
A29,POWER_1
A30,GROUND
A31,POWER_1
A32,GROUND
A33,POWER_1
A34,GROUND
A35,POWER_1
A36,GROUND
A37,POWER_1
A38,GROUND
A39,POWER_1
A40,GROUND
A41,POWER_1
A42,GROUND
A43,POWER_1
A44,GROUND
A45,POWER_1
A46,GROUND
A47,POWER_1
A48,GROUND
A49,POWER_1
A50,GROUND
A51,POWER_1
A52,GROUND
A53,POWER_1
A54,GROUND
A55,POWER_1
A56,GROUND
A57,POWER_1
A58,GROUND
A59,POWER_1
A60,GROUND
A61,POWER_1
A62,GROUND
A63,POWER_1
A64,GROUND
A65,POWER_1
A66,GROUND
A67,POWER_1
A68,GROUND
A69,POWER_1
A70,GROUND
A71,POWER_1
A72,GROUND
A73,POWER_1
A74,GROUND
A75,POWER_1
A76,GROUND
B01,GROUND
B02,POWER_1
B03,GROUND
B04,POWER_1
B05,GROUND
B06,POWER_1
B07,GROUND
B08,POWER_1
B09,GROUND
B10,POWER_1
B11,GROUND
B12,POWER_1
B13,GROUND
B14,POWER_1
B15,GROUND
B16,POWER_1
B17,GROUND
B18,POWER_1
B19,GROUND
B20,POWER_1
B21,GROUND
B22,POWER_1
B23,GROUND
B24,POWER_1
B25,GROUND
B26,POWER_1
B27,GROUND
B28,POWER_1
B29,GROUND
B30,POWER_1
B31,GROUND
B32,POWER_1
B33,GROUND
B34,POWER_1
B35,GROUND
B36,POWER_1
B37,GROUND
B38,POWER_1
B39,GROUND
B40,POWER_1
B41,GROUND
B42,POWER_1
B43,GROUND
B44,POWER_1
B45,GROUND
B46,POWER_1
B47,GROUND
B48,POWER_1
B49,GROUND
B50,POWER_1
B51,GROUND
B52,POWER_1
B53,GROUND
B54,POWER_1
B55,GROUND
B56,POWER_1
B57,GROUND
B58,POWER_1
B59,GROUND
B60,POWER_1
B61,GROUND
B62,POWER_1
B63,GROUND
B64,POWER_1
B65,GROUND
B66,POWER_1
B67,GROUND
B68,POWER_1
B69,GROUND
B70,POWER_1
B71,GROUND
B72,POWER_1
B73,GROUND
B74,POWER_1
B75,GROUND
B76,POWER_1
C01,POWER_1
C02,GROUND
C03,POWER_1
C04,SIG
C05,SIG
C06,SIG
C07,SIG
C08,SIG
C09,SIG
C10,SIG
C11,SIG
C12,SIG
C13,SIG
C14,GROUND
C15,POWER_1
C16,GROUND
C17,POWER_1
C18,GROUND
C19,POWER_1
C20,GROUND
C21,POWER_1
C22,GROUND
C23,POWER_1
C24,GROUND
C25,POWER_1
C26,GROUND
C27,POWER_1
C28,GROUND
C29,POWER_1
C30,GROUND
C31,POWER_1
C32,GROUND
C33,POWER_1
C34,GROUND
C35,POWER_1
C36,GROUND
C37,POWER_1
C38,GROUND
C39,POWER_1
C40,GROUND
C41,POWER_1
C42,GROUND
C43,POWER_1
C44,GROUND
C45,POWER_1
C46,GROUND
C47,POWER_1
C48,GROUND
C49,POWER_1
C50,GROUND
C51,POWER_1
C52,GROUND
C53,POWER_1
C54,GROUND
C55,POWER_1
C56,GROUND
C57,POWER_1
C58,GROUND
C59,POWER_1
C60,GROUND
C61,POWER_1
C62,GROUND
C63,POWER_1
C64,SIG
C65,SIG
C66,SIG
C67,SIG
C68,SIG
C69,SIG
C70,SIG
C71,SIG
C72,SIG
C73,SIG
C74,GROUND
C75,POWER_1
C76,GROUND
D01,GROUND
D02,POWER_1
D03,GROUND
D04,SIG
D05,SIG
D06,SIG
D07,SIG
