MAX_CURRENT = 0.2 A
SERIES_RESISTANCE = 750 mOhm
SERIES_INDUCTANCE = 70 nH
SHUNT_CAPACITANCE = 6 pF
BEGIN_CHIPLET 03HBM 17 27
A01,GROUND
A02,POWER_3
A03,GROUND
A04,POWER_3
A05,GROUND
A06,POWER_3
A07,GROUND
A08,POWER_3
A09,GROUND
A10,POWER_3
A11,GROUND
A12,POWER_3
A13,GROUND
A14,POWER_3
A15,GROUND
A16,POWER_3
A17,GROUND
B01,POWER_3
B02,GROUND
B03,POWER_3
B04,GROUND
B05,POWER_3
B06,GROUND
B07,POWER_3
B08,GROUND
B09,POWER_3
B10,GROUND
B11,POWER_3
B12,GROUND
B13,POWER_3
B14,GROUND
B15,POWER_3
B16,GROUND
B17,POWER_3
C01,GROUND
C02,POWER_3
C03,SIG
C04,SIG
C05,GROUND
C06,POWER_3
C07,GROUND
C08,POWER_3
C09,GROUND
C10,GROUND
C11,GROUND
C12,GROUND
C13,GROUND
C14,GROUND
C15,GROUND
C16,POWER_3
C17,GROUND
D01,POWER_3
D02,GROUND
D03,SIG
D04,SIG
D05,SIG
D06,SIG
D07,SIG
D08,SIG
D09,SIG
D10,SIG
D11,SIG
D12,SIG
D13,SIG
D14,SIG
D15,GROUND
D16,GROUND
D17,POWER_3
E01,GROUND
E02,POWER_3
E03,SIG
E04,SIG
E05,GROUND
E06,SIG
E07,SIG
E08,GROUND
E09,SIG
E10,SIG
E11,GROUND
E12,SIG
E13,SIG
E14,GROUND
E15,SIG
E16,POWER_3
E17,GROUND
F01,POWER_3
F02,GROUND
F03,SIG
F04,SIG
F05,SIG
F06,SIG
F07,SIG
F08,SIG
F09,SIG
F10,SIG
F11,SIG
F12,SIG
F13,SIG
F14,SIG
F15,SIG
F16,GROUND
F17,POWER_3
G01,GROUND
G02,POWER_3
G03,SIG
G04,GROUND
G05,SIG
G06,SIG
G07,GROUND
G08,SIG
G09,SIG
G10,GROUND
G11,SIG
G12,SIG
G13,GROUND
G14,SIG
G15,SIG
G16,POWER_3
G17,GROUND
H01,POWER_3
H02,GROUND
H03,SIG
H04,SIG
H05,SIG
H06,SIG
H07,SIG
H08,SIG
H09,SIG
H10,SIG
H11,SIG
H12,SIG
H13,SIG
H14,SIG
H15,SIG
H16,GROUND
H17,POWER_3
I01,GROUND
I02,POWER_3
I03,SIG
I04,SIG
I05,GROUND
I06,SIG
I07,SIG
I08,GROUND
