MAX_CURRENT = 0.14 A
SERIES_RESISTANCE = 600 mOhm
SERIES_INDUCTANCE = 85 nH
SHUNT_CAPACITANCE = 7 pF
BEGIN_CHIPLET 03NIMBUS 24 38
A01,GROUND
A02,POWER_2
A03,GROUND
A04,POWER_2
A05,GROUND
A06,POWER_2
A07,GROUND
A08,POWER_2
A09,GROUND
A10,POWER_2
A11,GROUND
A12,POWER_2
A13,GROUND
A14,POWER_2
A15,GROUND
A16,POWER_2
A17,GROUND
A18,POWER_2
A19,GROUND
A20,POWER_2
A21,GROUND
A22,POWER_2
A23,GROUND
A24,POWER_2
B01,POWER_2
B02,GROUND
B03,POWER_2
B04,GROUND
B05,POWER_2
B06,GROUND
B07,POWER_2
B08,GROUND
B09,POWER_2
B10,GROUND
B11,POWER_2
B12,GROUND
B13,POWER_2
B14,GROUND
B15,POWER_2
B16,GROUND
B17,POWER_2
B18,GROUND
B19,POWER_2
B20,GROUND
B21,POWER_2
B22,GROUND
B23,POWER_2
B24,GROUND
C01,GROUND
C02,POWER_2
C03,GROUND
C04,POWER_2
C05,GROUND
C06,POWER_2
C07,GROUND
C08,POWER_2
C09,GROUND
C10,POWER_2
C11,GROUND
C12,POWER_2
C13,GROUND
C14,POWER_2
C15,GROUND
C16,POWER_2
C17,GROUND
C18,POWER_2
C19,GROUND
C20,POWER_2
C21,GROUND
C22,POWER_2
C23,GROUND
C24,POWER_2
D01,POWER_2
D02,GROUND
D03,POWER_2
D04,SIG
D05,SIG
D06,SIG
D07,SIG
D08,SIG
D09,SIG
D10,SIG
D11,SIG
D12,SIG
D13,SIG
D14,SIG
D15,SIG
D16,SIG
D17,SIG
D18,SIG
D19,SIG
D20,SIG
D21,SIG
D22,GROUND
D23,POWER_2
D24,GROUND
E01,GROUND
E02,POWER_2
E03,GROUND
E04,SIG
E05,SIG
E06,SIG
E07,SIG
E08,SIG
E09,SIG
E10,SIG
E11,SIG
E12,SIG
E13,SIG
E14,SIG
E15,SIG
E16,SIG
E17,SIG
E18,SIG
E19,SIG
E20,SIG
E21,SIG
E22,POWER_2
E23,GROUND
E24,POWER_2
F01,POWER_2
F02,GROUND
F03,POWER_2
F04,GROUND
F05,POWER_2
F06,GROUND
F07,POWER_2
F08,GROUND
F09,SIG
F10,SIG
F11,SIG
F12,SIG
F13,SIG
F14,SIG
F15,SIG
F16,SIG
F17,POWER_2
F18,GROUND
F19,POWER_2
F20,GROUND
F21,POWER_2
F22,GROUND
F23,POWER_2
F24,GROUND
G01,GROUND
G02,POWER_2
G03,GROUND
