MAX_CURRENT = 0.021 A
SERIES_RESISTANCE = 1000 mOhm
SERIES_INDUCTANCE = 75 nH
SHUNT_CAPACITANCE = 5 pF
BEGIN_CHIPLET CASE01_CPU 28 28
A01,POWER_3
A02,GROUND
A03,POWER_3
A04,GROUND
A05,POWER_3
A06,GROUND
A07,POWER_3
A08,GROUND
A09,POWER_3
A10,GROUND
A11,POWER_3
A12,GROUND
A13,POWER_3
A14,GROUND
A15,POWER_3
A16,GROUND
A17,POWER_3
A18,GROUND
A19,POWER_3
A20,GROUND
A21,POWER_3
A22,GROUND
A23,POWER_3
A24,GROUND
A25,POWER_3
A26,GROUND
A27,POWER_3
A28,GROUND
B01,GROUND
B02,POWER_3
B03,GROUND
B04,POWER_3
B05,GROUND
B06,POWER_3
B07,GROUND
B08,POWER_3
B09,GROUND
B10,POWER_3
B11,GROUND
B12,POWER_3
B13,GROUND
B14,POWER_3
B15,GROUND
B16,POWER_3
B17,GROUND
B18,POWER_3
B19,GROUND
B20,POWER_3
B21,GROUND
B22,POWER_3
B23,GROUND
B24,POWER_3
B25,GROUND
B26,POWER_3
B27,GROUND
B28,POWER_3
C01,POWER_3
C02,GROUND
C03,POWER_3
C04,GROUND
C05,POWER_3
C06,GROUND
C07,POWER_3
C08,GROUND
C09,POWER_3
C10,GROUND
C11,POWER_3
C12,GROUND
C13,POWER_3
C14,GROUND
C15,POWER_3
C16,GROUND
C17,POWER_3
C18,GROUND
C19,POWER_3
C20,GROUND
C21,POWER_3
C22,GROUND
C23,POWER_3
C24,GROUND
C25,POWER_3
C26,GROUND
C27,POWER_3
C28,GROUND
D01,GROUND
D02,POWER_3
D03,GROUND
D04,POWER_3
D05,SIG
D06,POWER_3
D07,GROUND
D08,POWER_3
D09,GROUND
D10,POWER_3
D11,GROUND
D12,POWER_3
D13,SIG
D14,POWER_3
D15,GROUND
D16,POWER_3
D17,SIG
D18,POWER_3
D19,GROUND
D20,POWER_3
D21,SIG
D22,POWER_3
D23,GROUND
D24,POWER_3
D25,SIG
D26,POWER_3
D27,GROUND
D28,POWER_3
E01,POWER_3
E02,GROUND
E03,POWER_3
E04,GROUND
E05,POWER_3
E06,GROUND
E07,POWER_3
E08,GROUND
E09,POWER_3
E10,GROUND
E11,POWER_3
E12,GROUND
E13,POWER_3
E14,GROUND
E15,POWER_3
E16,GROUND
E17,POWER_3
E18,GROUND
E19,POWER_3
E20,GROUND
E21,POWER_3
E22,GROUND
E23,POWER_3
E24,GROUND
E25,POWER_3
E26,GROUND
E27,POWER_3
E28,GROUND
F01,GROUND
F02,POWER_3
F03,GROUND
F04,POWER_3
F05,GROUND
F06,POWER_3
F07,GROUND
F08,POWER_3
F09,GROUND
F10,POWER_3
F11,GROUND
F12,POWER_3
F13,GROUND
F14,POWER_3
F15,GROUND
F16,POWER_3
F17,GROUND
F18,POWER_3
F19,GROUND
F20,POWER_3
F21,GROUND
F22,POWER_3
F23,GROUND
F24,POWER_3
F25,GROUND
F26,POWER_3
F27,GROUND
F28,POWER_3
G01,POWER_3
G02,GROUND
G03,POWER_3
G04,SIG
G05,POWER_3
G06,GROUND
G07,POWER_3
G08,SIG
G09,POWER_3
G10,GROUND
G11,POWER_3
G12,SIG
G13,POWER_3
G14,GROUND
G15,POWER_3
G16,SIG
G17,POWER_3
G18,GROUND
G19,POWER_3
G20,SIG
G21,POWER_3
G22,GROUND
G23,POWER_3
G24,SIG
G25,POWER_3
G26,GROUND
G27,POWER_3
G28,GROUND
H01,GROUND
H02,POWER_3
H03,GROUND
H04,POWER_3
H05,GROUND
H06,POWER_3
H07,GROUND
H08,POWER_3
H09,GROUND
H10,POWER_3
H11,GROUND
H12,POWER_3
H13,GROUND
H14,POWER_3
H15,GROUND
H16,POWER_3
H17,GROUND
H18,POWER_3
H19,GROUND
H20,POWER_3
H21,GROUND
H22,POWER_3
H23,GROUND
H24,POWER_3
H25,GROUND
H26,POWER_3
H27,GROUND
H28,POWER_3
I01,POWER_3
I02,GROUND
I03,POWER_3
I04,GROUND
I05,POWER_3
I06,GROUND
I07,POWER_3
I08,GROUND
I09,POWER_3
I10,GROUND
I11,POWER_3
I12,GROUND
I13,POWER_3
I14,GROUND
I15,POWER_3
I16,GROUND
I17,POWER_3
I18,GROUND
I19,POWER_3
I20,GROUND
I21,POWER_3
I22,GROUND
I23,POWER_3
I24,GROUND
I25,POWER_3
I26,GROUND
I27,POWER_3
I28,GROUND
J01,GROUND
J02,POWER_3
J03,GROUND
J04,POWER_3
J05,SIG
J06,POWER_3
J07,GROUND
J08,POWER_3
J09,SIG
J10,POWER_3
J11,GROUND
J12,POWER_3
J13,SIG
J14,POWER_3
J15,GROUND
J16,POWER_3
J17,SIG
J18,POWER_3
J19,GROUND
J20,POWER_3
J21,SIG
J22,POWER_3
J23,GROUND
J24,POWER_3
J25,SIG
J26,POWER_3
J27,GROUND
J28,POWER_3
K01,POWER_3
K02,GROUND
K03,POWER_3
K04,GROUND
K05,POWER_3
K06,GROUND
K07,POWER_3
K08,GROUND
K09,POWER_3
K10,GROUND
K11,POWER_3
K12,GROUND
K13,POWER_3
K14,GROUND
K15,POWER_3
K16,GROUND
K17,POWER_3
K18,GROUND
K19,POWER_3
K20,GROUND
K21,POWER_3
K22,GROUND
K23,POWER_3
K24,GROUND
K25,POWER_3
K26,GROUND
K27,POWER_3
K28,GROUND
L01,GROUND
L02,POWER_3
L03,GROUND
L04,POWER_3
L05,GROUND
L06,POWER_3
L07,GROUND
L08,POWER_3
L09,GROUND
L10,POWER_3
L11,GROUND
L12,POWER_3
L13,GROUND
L14,POWER_3
L15,GROUND
L16,POWER_3
L17,GROUND
L18,POWER_3
L19,GROUND
L20,POWER_3
L21,GROUND
L22,POWER_3
L23,GROUND
L24,POWER_3
L25,GROUND
L26,POWER_3
L27,GROUND
L28,POWER_3
M01,POWER_3
M02,GROUND
M03,POWER_3
M04,SIG
M05,POWER_3
M06,GROUND
M07,POWER_3
M08,SIG
M09,POWER_3
M10,GROUND
M11,POWER_3
M12,SIG
M13,POWER_3
M14,GROUND
M15,POWER_3
M16,SIG
M17,POWER_3
M18,GROUND
M19,POWER_3
M20,SIG
M21,POWER_3
M22,GROUND
M23,POWER_3
M24,SIG
M25,POWER_3
M26,GROUND
M27,POWER_3
M28,GROUND
N01,GROUND
N02,POWER_3
N03,GROUND
N04,POWER_3
N05,GROUND
N06,POWER_3
N07,GROUND
N08,POWER_3
N09,GROUND
N10,POWER_3
N11,GROUND
N12,POWER_3
N13,GROUND
N14,POWER_3
N15,GROUND
N16,POWER_3
N17,GROUND
N18,POWER_3
N19,GROUND
N20,POWER_3
N21,GROUND
N22,POWER_3
N23,GROUND
N24,POWER_3
N25,GROUND
N26,POWER_3
N27,GROUND
N28,POWER_3
O01,POWER_3
